code,metaName,name,leadSource,companyName,returnTimes,returnTime,returnReason,owner,claimDate,dueDate
10092832882,clue,瓦力版,"{'defaultItem': False, 'id': 'option20', 'label': '其它', 'name': 'option20'}",上海八斗智能技术有限公司,0,null,null,"{'code': '10064203981', 'metaName': 'User', 'name': '汪军瑞', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10092832583,clue,瓦力版,"{'defaultItem': False, 'id': 'option20', 'label': '其它', 'name': 'option20'}",轩昊（上海）网络科技有限公司,0,null,null,"{'code': '10064203981', 'metaName': 'User', 'name': '汪军瑞', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10092832235,clue,瓦力版,"{'defaultItem': False, 'id': 'option20', 'label': '其它', 'name': 'option20'}",上海琥度软件有限公司,0,null,null,"{'code': '10064203981', 'metaName': 'User', 'name': '汪军瑞', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10092691491,clue,瓦利版,null,迅邦（北京）国际知识产权代理有限公司,0,null,null,"{'code': '10064203947', 'metaName': 'User', 'name': '杨维维', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10091045627,clue,瓦力版,null,青岛启晟睿网络科技有限公司,0,null,null,"{'code': '10036806361', 'metaName': 'User', 'name': '王飞', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10091191531,clue,瓦力版,null,东莞市众核动力信息科技有限公司,0,null,null,"{'code': '10064203903', 'metaName': 'User', 'name': '王昌勇', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10091190730,clue,瓦力版,null,陕西硅芯似见有限公司,0,null,null,"{'code': '10064203903', 'metaName': 'User', 'name': '王昌勇', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10091189966,clue,瓦力版,null,烟台通路网络科技有限公司,0,null,null,"{'code': '10064203903', 'metaName': 'User', 'name': '王昌勇', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10091189174,clue,瓦力版,null,无锡创木建筑科技有限公司,0,null,null,"{'code': '10064203903', 'metaName': 'User', 'name': '王昌勇', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10091188195,clue,瓦力版,null,青岛门萨维智能机器人技术有限公司,0,null,null,"{'code': '10064203903', 'metaName': 'User', 'name': '王昌勇', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10091187107,clue,瓦力版,null,青岛畅信达通信有限公司,0,null,null,"{'code': '10064203903', 'metaName': 'User', 'name': '王昌勇', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10091186025,clue,瓦力版,null,济南启云网络科技有限公司,0,null,null,"{'code': '10064203903', 'metaName': 'User', 'name': '王昌勇', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10091184905,clue,瓦力版,null,聆蜂科技（唐山）有限公司,0,null,null,"{'code': '10064203903', 'metaName': 'User', 'name': '王昌勇', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10091183854,clue,瓦力版,null,沈阳云维网络科技有限公司,0,null,null,"{'code': '10064203903', 'metaName': 'User', 'name': '王昌勇', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10091182284,clue,瓦力版,null,广西南宁市加一网络科技有限公司,0,null,null,"{'code': '10064203903', 'metaName': 'User', 'name': '王昌勇', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10091138850,clue,瓦力版,null,惠州市全意科技有限公司,0,null,null,"{'code': '10064203903', 'metaName': 'User', 'name': '王昌勇', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10091130587,clue,瓦力版,null,浙江星空互语智能科技有限公司,0,null,null,"{'code': '10064203903', 'metaName': 'User', 'name': '王昌勇', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10091129856,clue,瓦力版,null,厦门童木信息科技有限公司,0,null,null,"{'code': '10064203903', 'metaName': 'User', 'name': '王昌勇', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10091094330,clue,瓦力版,null,重庆决明科技有限公司,0,null,null,"{'code': '10064203903', 'metaName': 'User', 'name': '王昌勇', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10091090633,clue,瓦力版,null,成都小多科技有限公司,0,null,null,"{'code': '10064203903', 'metaName': 'User', 'name': '王昌勇', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10091089058,clue,瓦力版,null,成都世讯电科信息技术有限公司,0,null,null,"{'code': '10064203903', 'metaName': 'User', 'name': '王昌勇', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10091046462,clue,瓦力版,null,嘉兴移领网络科技有限公司,0,null,null,"{'code': '10036806361', 'metaName': 'User', 'name': '王飞', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10091046054,clue,瓦力版,null,长沙泊里里网络科技有限公司,0,null,null,"{'code': '10036806361', 'metaName': 'User', 'name': '王飞', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10091045911,clue,瓦力版,null,江苏小桔企业管理咨询有限公司,0,null,null,"{'code': '10036806361', 'metaName': 'User', 'name': '王飞', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10070784576,clue,瓦力版,"{'defaultItem': False, 'id': 'option18', 'label': '客户介绍', 'name': 'option18'}",慧之声科技（上海）有限公司,0,null,null,"{'code': '10064203903', 'metaName': 'User', 'name': '王昌勇', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10080071440,clue,瓦力版,"{'defaultItem': False, 'id': 'option16', 'label': '网络信息', 'name': 'option16'}",江苏英菲沃网络科技有限公司,0,null,null,"{'code': '10064203903', 'metaName': 'User', 'name': '王昌勇', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10080077094,clue,瓦力版,"{'defaultItem': False, 'id': 'option16', 'label': '网络信息', 'name': 'option16'}",上海汇捷信息科技有限公司,0,null,null,"{'code': '10064203903', 'metaName': 'User', 'name': '王昌勇', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10080077511,clue,瓦力版,"{'defaultItem': False, 'id': 'option16', 'label': '网络信息', 'name': 'option16'}",上海微企信息技术股份有限公司,0,null,null,"{'code': '10064203903', 'metaName': 'User', 'name': '王昌勇', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10080077608,clue,瓦力版,"{'defaultItem': False, 'id': 'option16', 'label': '网络信息', 'name': 'option16'}",统一通信（苏州）有限公司,0,null,null,"{'code': '10064203903', 'metaName': 'User', 'name': '王昌勇', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10090972281,clue,瓦力版,"{'defaultItem': False, 'id': 'option20', 'label': '其它', 'name': 'option20'}",成都速远科技有限公司,0,null,null,"{'code': '10064203981', 'metaName': 'User', 'name': '汪军瑞', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10080079873,clue,瓦力版,"{'defaultItem': False, 'id': 'option16', 'label': '网络信息', 'name': 'option16'}",江苏梦翔通讯设备有限公司,0,null,null,"{'code': '10064203903', 'metaName': 'User', 'name': '王昌勇', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10080082550,clue,瓦力版,"{'defaultItem': False, 'id': 'option16', 'label': '网络信息', 'name': 'option16'}",上海涑流文化传播有限公司,0,null,null,"{'code': '10064203903', 'metaName': 'User', 'name': '王昌勇', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10090969631,clue,瓦力版,"{'defaultItem': False, 'id': 'option20', 'label': '其它', 'name': 'option20'}",重庆法骑士信息技术有限公司,0,null,null,"{'code': '10064203981', 'metaName': 'User', 'name': '汪军瑞', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10090968854,clue,瓦力版,"{'defaultItem': False, 'id': 'option20', 'label': '其它', 'name': 'option20'}",福州晋安区顶顶通软件有限公司,0,null,null,"{'code': '10064203981', 'metaName': 'User', 'name': '汪军瑞', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10090968339,clue,瓦力版,"{'defaultItem': False, 'id': 'option20', 'label': '其它', 'name': 'option20'}",福建昌捷智能科技有限公司,0,null,null,"{'code': '10064203981', 'metaName': 'User', 'name': '汪军瑞', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10090966490,clue,瓦力版,"{'defaultItem': False, 'id': 'option20', 'label': '其它', 'name': 'option20'}",厦门市佰业通信息技术有限公司,0,null,null,"{'code': '10064203981', 'metaName': 'User', 'name': '汪军瑞', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10090964593,clue,瓦力版,"{'defaultItem': False, 'id': 'option20', 'label': '其它', 'name': 'option20'}",厦门多米诺数据科技有限公司,0,null,null,"{'code': '10064203981', 'metaName': 'User', 'name': '汪军瑞', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10090964412,clue,瓦力版,"{'defaultItem': False, 'id': 'option20', 'label': '其它', 'name': 'option20'}",广州市邦悦信息科技有限公司,0,null,null,"{'code': '10064203981', 'metaName': 'User', 'name': '汪军瑞', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10090963924,clue,瓦力版,"{'defaultItem': False, 'id': 'option20', 'label': '其它', 'name': 'option20'}",合肥大航网络服务外包有限公司,0,null,null,"{'code': '10064203981', 'metaName': 'User', 'name': '汪军瑞', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10090963732,clue,瓦力版,"{'defaultItem': False, 'id': 'option20', 'label': '其它', 'name': 'option20'}",山东盟信天下网络技术有限公司,0,null,null,"{'code': '10064203981', 'metaName': 'User', 'name': '汪军瑞', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10090963292,clue,瓦力版,"{'defaultItem': False, 'id': 'option20', 'label': '其它', 'name': 'option20'}",青岛新生代软件有限公司,0,null,null,"{'code': '10064203981', 'metaName': 'User', 'name': '汪军瑞', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10090953647,clue,瓦力版,"{'defaultItem': False, 'id': 'option20', 'label': '其它', 'name': 'option20'}",武汉佰鸣网络科技有限公司,0,null,null,"{'code': '10064203981', 'metaName': 'User', 'name': '汪军瑞', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10090923233,clue,瓦力版,"{'defaultItem': False, 'id': 'option20', 'label': '其它', 'name': 'option20'}",江苏英菲沃网络科技有限公司,0,null,null,"{'code': '10064203981', 'metaName': 'User', 'name': '汪军瑞', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10090916761,clue,瓦力版,"{'defaultItem': False, 'id': 'option20', 'label': '其它', 'name': 'option20'}",武汉千百亿科技有限公司,0,null,null,"{'code': '10064203981', 'metaName': 'User', 'name': '汪军瑞', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10090906377,clue,瓦力版,"{'defaultItem': False, 'id': 'option20', 'label': '其它', 'name': 'option20'}",长沙乐科信息技术有限公司,0,null,null,"{'code': '10064203981', 'metaName': 'User', 'name': '汪军瑞', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10090900252,clue,瓦力版,"{'defaultItem': False, 'id': 'option20', 'label': '其它', 'name': 'option20'}",郑州蓝创科技有限公司,0,null,null,"{'code': '10064203981', 'metaName': 'User', 'name': '汪军瑞', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10090899703,clue,瓦力版,"{'defaultItem': False, 'id': 'option20', 'label': '其它', 'name': 'option20'}",河南爱音信息科技有限公司,0,null,null,"{'code': '10064203981', 'metaName': 'User', 'name': '汪军瑞', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10090898857,clue,瓦力版,"{'defaultItem': False, 'id': 'option20', 'label': '其它', 'name': 'option20'}",佛山市开思软件技术有限公司,0,null,null,"{'code': '10064203981', 'metaName': 'User', 'name': '汪军瑞', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10090823487,clue,瓦力版,null,广州畅聊云智能科技有限公司,0,null,null,"{'code': '10036806361', 'metaName': 'User', 'name': '王飞', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10090819575,clue,瓦力版,null,厦门猕猴桃科技有限公司,0,null,null,"{'code': '10036806361', 'metaName': 'User', 'name': '王飞', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10090819455,clue,瓦力版,null,福建云诺信息科技有限公司,0,null,null,"{'code': '10036806361', 'metaName': 'User', 'name': '王飞', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10090819353,clue,瓦力版,null,成都彼邻智能科技有限公司,0,null,null,"{'code': '10036806361', 'metaName': 'User', 'name': '王飞', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10090817015,clue,Y瓦利版,"{'defaultItem': False, 'id': 'option16', 'label': '网络信息', 'name': 'option16'}",宜春市六一三网络广告有限公司,0,null,null,"{'code': '10064203947', 'metaName': 'User', 'name': '杨维维', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10090632843,clue,瓦力版,null,成都分期客科技有限公司,0,null,null,"{'code': '10036806361', 'metaName': 'User', 'name': '王飞', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10082226478,clue,瓦力版,null,深圳市天眼云客信息技术有限公司,0,null,null,"{'code': '10036806361', 'metaName': 'User', 'name': '王飞', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10085617980,clue,Y瓦力版,"{'defaultItem': False, 'id': 'option16', 'label': '网络信息', 'name': 'option16'}",上海展冠网络科技有限公司,0,null,null,"{'code': '10064203947', 'metaName': 'User', 'name': '杨维维', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10083661890,clue,瓦力版,"{'defaultItem': False, 'id': 'option20', 'label': '其它', 'name': 'option20'}",杭州市承天之佑网络科技有限公司,0,null,null,"{'code': '10064203981', 'metaName': 'User', 'name': '汪军瑞', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10083661246,clue,瓦力版,"{'defaultItem': False, 'id': 'option20', 'label': '其它', 'name': 'option20'}",江苏梦翔通讯设备有限公司,0,null,null,"{'code': '10064203981', 'metaName': 'User', 'name': '汪军瑞', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10083622962,clue,瓦力版,null,北京慧闻科技（集团）有限公司,0,null,null,"{'code': '10064203903', 'metaName': 'User', 'name': '王昌勇', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10083534500,clue,瓦力版,null,北京大予科技股份有限公司,0,null,null,"{'code': '10064203903', 'metaName': 'User', 'name': '王昌勇', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10083534078,clue,瓦力版,null,北京云雀智享科技有限公司,0,null,null,"{'code': '10064203903', 'metaName': 'User', 'name': '王昌勇', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10083533612,clue,瓦力版,null,巨石在线（北京）科技有限公司,0,null,null,"{'code': '10064203903', 'metaName': 'User', 'name': '王昌勇', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10083532939,clue,瓦力版,null,北京万柯伟业科技有限公司,0,null,null,"{'code': '10064203903', 'metaName': 'User', 'name': '王昌勇', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10082625701,clue,瓦力版,null,深圳市轻码云科技有限公司,0,null,null,"{'code': '10013028628', 'metaName': 'User', 'name': '徐毅', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10082625621,clue,瓦力版,null,深圳市你说我做智能有限公司,0,null,null,"{'code': '10013028628', 'metaName': 'User', 'name': '徐毅', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10082625327,clue,瓦力版,null,北京千呼人工智能科技有限公司,0,null,null,"{'code': '10013028628', 'metaName': 'User', 'name': '徐毅', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10082625230,clue,瓦力版,null,深圳市云之讯网络技术有限公司,0,null,null,"{'code': '10013028628', 'metaName': 'User', 'name': '徐毅', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10082625196,clue,瓦力版,null,云趣在线（深圳）科技有限公司,0,null,null,"{'code': '10013028628', 'metaName': 'User', 'name': '徐毅', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10082625069,clue,瓦力版,null,深圳市一号互联科技有限公司,0,null,null,"{'code': '10013028628', 'metaName': 'User', 'name': '徐毅', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10082572501,clue,瓦力版,"{'defaultItem': False, 'id': 'option16', 'label': '网络信息', 'name': 'option16'}",北京烽火万家科技有限公司,0,null,null,"{'code': '10064203947', 'metaName': 'User', 'name': '杨维维', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10082565579,clue,瓦力版,null,合肥企道网络科技有限公司,0,null,null,"{'code': '10036806361', 'metaName': 'User', 'name': '王飞', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10082565538,clue,瓦力版,"{'defaultItem': False, 'id': 'option16', 'label': '网络信息', 'name': 'option16'}",北京汉云信通技术有限公司,0,null,null,"{'code': '10064203947', 'metaName': 'User', 'name': '杨维维', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10082514978,clue,瓦力版,"{'defaultItem': False, 'id': 'option20', 'label': '其它', 'name': 'option20'}",北京紫平方信息技术股份有限公司,0,null,null,"{'code': '10064203981', 'metaName': 'User', 'name': '汪军瑞', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10082509506,clue,瓦力版,"{'defaultItem': False, 'id': 'option20', 'label': '其它', 'name': 'option20'}",深圳市龙翔房地产投资顾问有限公司,0,null,null,"{'code': '10064203981', 'metaName': 'User', 'name': '汪军瑞', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10082506998,clue,瓦力版,"{'defaultItem': False, 'id': 'option16', 'label': '网络信息', 'name': 'option16'}",北京联云天下科技有限公司,0,null,null,"{'code': '10064203947', 'metaName': 'User', 'name': '杨维维', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10082505356,clue,瓦力版,"{'defaultItem': False, 'id': 'option20', 'label': '其它', 'name': 'option20'}",北京汇智培优教育科技有限公司,0,null,null,"{'code': '10064203981', 'metaName': 'User', 'name': '汪军瑞', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10082504767,clue,瓦力版,"{'defaultItem': False, 'id': 'option16', 'label': '网络信息', 'name': 'option16'}",北京华夏春松科技有限公司,0,null,null,"{'code': '10064203947', 'metaName': 'User', 'name': '杨维维', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10082503098,clue,瓦力版,"{'defaultItem': False, 'id': 'option20', 'label': '其它', 'name': 'option20'}",北京音迪网络科技有限公司,0,null,null,"{'code': '10064203981', 'metaName': 'User', 'name': '汪军瑞', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
10082478130,clue,瓦力版,"{'defaultItem': False, 'id': 'option20', 'label': '其它', 'name': 'option20'}",北京宏盛高新技术有限公司,0,null,null,"{'code': '10064203981', 'metaName': 'User', 'name': '汪军瑞', 'dept': {'path': '/koios/10011453293', 'code': '10013028623', 'metaName': 'Org', 'name': '销售部'}}",null,null
